姓名 高数 Java 数据结构 平均成绩 总成绩
张三59 39 38 32 36 109
张三59 7 76 43 42 126
张三34 8 51 73 44 132
张三35 47 59 44 50 150
张三89 59 96 79 78 234
张三94 86 87 91 88 264
张三83 17 93 79 63 189
张三73 13 49 8 23 70
张三57 24 86 29 46 139
张三98 5 5 20 10 30
张三74 1 79 55 45 135
张三52 85 93 15 64 193
张三89 90 96 42 76 228
张三46 34 64 56 51 154
张三61 28 58 65 50 151
张三20 21 42 93 52 156
张三20 23 6 10 13 39
张三7 19 36 5 20 60
张三70 7 10 39 18 56
张三32 7 91 62 53 160
张三93 3 40 94 45 137
张三53 7 36 2 15 45
张三65 36 1 51 29 88
张三36 79 49 41 56 169
张三18 45 38 61 48 144
张三39 85 78 87 83 250
张三3 9 84 38 43 131
张三51 97 72 5 58 174
张三31 81 96 88 88 265
张三93 0 2 57 19 59
张三11 90 96 91 92 277
张三91 24 0 36 20 60
张三3 57 28 67 50 152
张三76 5 29 33 22 67
张三47 38 90 97 75 225
张三69 51 55 28 44 134
张三58 90 95 81 88 266
张三55 76 10 1 29 87
张三81 15 77 53 48 145
张三53 20 40 79 46 139
张三43 43 53 79 58 175
张三45 60 96 82 79 238
张三65 36 94 18 49 148
张三8 3 0 39 14 42
张三0 56 72 15 47 143
张三66 94 96 66 85 256
张三24 98 83 55 78 236
张三74 83 82 51 72 216
张三92 95 72 3 56 170
张三64 50 60 71 60 181
张三30 56 0 3 19 59
张三49 72 63 41 58 176
张三35 64 30 19 37 113
张三51 61 51 76 62 188
张三99 84 28 30 47 142
张三97 47 74 4 41 125
张三79 25 4 23 17 52
张三8 61 46 74 60 181
张三74 73 30 33 45 136
张三60 27 86 38 50 151
张三96 86 27 38 50 151
张三10 11 14 0 8 25
张三29 15 95 7 39 117
张三2 47 2 74 41 123
张三22 98 24 38 53 160
张三6 49 33 78 53 160
张三59 31 31 64 42 126
张三47 92 4 58 51 154
张三99 22 90 94 68 206
张三28 7 84 39 43 130
张三89 81 54 24 53 159
张三61 24 10 20 18 54
张三73 98 95 34 75 227
张三56 63 78 71 70 212
张三72 13 10 51 24 74
张三23 60 81 6 49 147
张三96 84 54 59 65 197
张三5 65 66 29 53 160
张三11 2 10 66 26 78
张三33 59 46 89 64 194
张三80 10 15 72 32 97
张三73 79 77 73 76 229
张三53 27 88 98 71 213
张三16 43 71 42 52 156
张三55 88 23 62 57 173
张三12 13 38 79 43 130
张三24 34 70 22 42 126
张三68 37 42 2 27 81
张三80 38 94 7 46 139
张三56 67 34 72 57 173
张三33 34 81 27 47 142
张三88 42 3 81 42 126
张三60 80 63 21 54 164
张三73 62 37 26 41 125
张三9 97 41 74 70 212
张三53 24 2 75 33 101
张三13 36 53 31 40 120
张三80 83 75 97 85 255
张三14 80 13 83 58 176
张三88 42 91 20 51 153
张三42 90 9 95 64 194
张三71 12 81 17 36 110
张三86 36 44 9 29 89
张三70 81 32 49 54 162
张三63 74 53 41 56 168
张三18 77 72 17 55 166
张三62 73 43 52 56 168
张三27 35 68 90 64 193
张三31 0 10 64 24 74
张三80 79 9 20 36 108
张三24 94 63 51 69 208
张三82 93 85 64 80 242
张三25 21 46 28 31 95
张三85 43 95 58 65 196
张三30 73 21 12 35 106
张三77 68 49 32 49 149
张三34 45 87 35 55 167
张三20 48 46 56 50 150
张三71 25 14 25 21 64
张三51 33 34 39 35 106
张三96 63 45 97 68 205
张三1 77 98 47 74 222
张三4 8 78 8 31 94
张三97 7 16 0 7 23
张三40 41 24 72 45 137
张三40 47 95 54 65 196
张三18 19 40 43 34 102
张三72 40 70 93 67 203
张三86 30 34 8 24 72
张三94 65 13 89 55 167
张三76 21 22 46 29 89
张三84 43 24 87 51 154
张三44 29 83 49 53 161
张三21 54 56 37 49 147
张三84 61 27 15 34 103
张三34 32 22 80 44 134
张三66 69 85 46 66 200
张三10 8 91 53 50 152
张三42 32 80 22 44 134
张三43 6 41 75 40 122
张三7 54 38 33 41 125
张三14 22 64 30 38 116
张三22 10 54 83 49 147
张三14 38 13 56 35 107
张三30 22 16 9 15 47
张三64 50 45 0 31 95
张三21 40 49 67 52 156
张三96 12 7 14 11 33
张三27 60 41 84 61 185
张三89 32 57 91 60 180
张三53 5 58 84 49 147
张三82 58 21 66 48 145
张三83 42 61 28 43 131
张三4 51 35 25 37 111
张三5 33 81 19 44 133
张三99 38 18 23 26 79
张三48 19 11 88 39 118
张三20 69 68 71 69 208
张三32 95 32 36 54 163
张三42 42 86 58 62 186
张三62 31 77 8 38 116
张三8 75 72 30 59 177
张三27 35 89 28 50 152
张三95 15 38 16 23 69
张三84 76 46 12 44 134
张三91 27 42 93 54 162
张三23 95 43 48 62 186
张三96 6 31 26 21 63
张三73 96 63 98 85 257
张三98 2 44 16 20 62
张三65 73 81 74 76 228
张三92 49 32 55 45 136
张三74 24 63 84 57 171
张三29 35 75 67 59 177
张三18 69 76 57 67 202
张三31 60 4 68 44 132
张三59 43 18 79 46 140
张三93 72 72 3 49 147
张三55 70 12 14 32 96
张三57 70 29 24 41 123
张三63 8 58 95 53 161
张三56 9 83 14 35 106
张三65 29 6 89 41 124
张三29 69 59 81 69 209
张三88 85 10 85 60 180
张三66 48 89 82 73 219
张三46 65 74 63 67 202
张三47 99 5 35 46 139
张三98 44 99 31 58 174
张三75 32 92 31 51 155
张三28 72 91 43 68 206
张三7 38 47 71 52 156
张三73 77 82 44 67 203
张三48 6 45 78 43 129
张三67 51 96 86 77 233
张三56 48 94 50 64 192
张三65 68 36 27 43 131
张三72 52 56 72 60 180
张三75 35 90 6 43 131
张三79 15 45 96 52 156
张三9 82 76 44 67 202
张三41 49 32 48 43 129
张三25 51 79 23 51 153
张三89 40 23 35 32 98
张三35 15 39 48 34 102
张三52 12 96 54 54 162
张三84 71 10 86 55 167
张三44 33 97 25 51 155
张三38 57 84 26 55 167
张三66 50 43 2 31 95
张三28 2 54 39 31 95
张三67 55 75 37 55 167
张三46 16 66 94 58 176
张三91 6 70 91 55 167
张三80 59 77 72 69 208
张三98 62 93 31 62 186
张三44 61 24 5 30 90
张三25 15 47 49 37 111
张三32 81 63 98 80 242
张三45 0 69 84 51 153
张三5 20 45 25 30 90
张三20 47 60 54 53 161
张三93 32 26 24 27 82
张三71 96 60 7 54 163
张三66 96 40 6 47 142
张三5 70 96 67 77 233
张三12 42 67 57 55 166
张三70 7 74 16 32 97
张三17 46 92 24 54 162
张三32 81 95 49 75 225
张三41 35 26 82 47 143
张三91 60 93 99 84 252
张三38 68 28 33 43 129
张三86 81 52 94 75 227
张三60 90 76 95 87 261
张三48 53 45 29 42 127
张三38 58 49 69 58 176
张三10 5 85 32 40 122
张三44 2 19 1 7 22
张三72 45 95 75 71 215
张三56 73 90 67 76 230
张三94 93 42 58 64 193
张三4 68 10 59 45 137
张三52 8 79 58 48 145
张三53 61 43 43 49 147
张三86 25 92 34 50 151
张三54 67 94 12 57 173
张三24 67 55 12 44 134
张三70 7 4 76 29 87
张三63 91 37 12 46 140
张三60 78 75 39 64 192
张三41 3 5 78 28 86
张三79 29 82 60 57 171
张三22 30 21 25 25 76
张三16 87 81 10 59 178
张三93 47 44 12 34 103
张三96 7 32 59 32 98
张三34 96 56 11 54 163
张三0 26 77 62 55 165
张三13 29 91 27 49 147
张三92 52 60 24 45 136
张三16 98 38 94 76 230
张三54 6 69 65 46 140
张三23 26 37 40 34 103
张三60 10 39 17 22 66
张三70 72 93 5 56 170
张三50 86 51 22 53 159
张三78 59 80 62 67 201
张三84 10 2 4 5 16
张三34 19 5 58 27 82
张三78 29 50 55 44 134
张三42 94 60 88 80 242
张三63 40 48 42 43 130
张三2 75 74 62 70 211
张三14 97 15 24 45 136
张三62 89 52 33 58 174
张三38 75 24 43 47 142
张三63 53 56 95 68 204
张三20 31 93 31 51 155
张三79 48 67 64 59 179
张三71 22 16 35 24 73
张三98 11 36 8 18 55
张三18 76 59 59 64 194
张三29 16 7 84 35 107
张三32 31 22 86 46 139
张三0 1 81 98 60 180
张三94 85 34 99 72 218
张三94 81 32 6 39 119
张三32 14 32 46 30 92
张三56 30 26 3 19 59
张三82 67 47 4 39 118
张三31 28 77 83 62 188
张三67 29 85 34 49 148
张三48 13 44 67 41 124
张三77 21 96 36 51 153
张三50 85 78 24 62 187
张三13 76 45 47 56 168
张三20 38 39 34 37 111
张三21 6 49 42 32 97
张三83 30 59 71 53 160
张三21 56 37 24 39 117
张三57 13 29 7 16 49
张三24 3 38 20 20 61
张三92 87 18 59 54 164
张三71 48 16 19 27 83
张三32 39 62 34 45 135
张三61 13 1 13 9 27
张三67 87 78 38 67 203
张三27 38 93 35 55 166
张三73 52 1 66 39 119
张三97 38 19 96 51 153
张三66 10 34 78 40 122
张三42 71 90 71 77 232
张三92 99 59 32 63 190
张三91 12 87 89 62 188
张三50 97 70 29 65 196
张三75 61 55 19 45 135
张三26 83 0 93 58 176
张三28 4 96 61 53 161
张三52 51 70 82 67 203
张三54 15 1 83 33 99
张三55 37 77 16 43 130
张三33 74 43 68 61 185
张三42 87 94 66 82 247
张三43 23 19 51 31 93
张三29 69 56 19 48 144
张三4 6 44 72 40 122
张三30 95 56 51 67 202
张三70 50 97 74 73 221
张三55 38 67 38 47 143
张三38 84 91 1 58 176
张三65 34 65 99 66 198
张三47 8 21 13 14 42
张三15 3 34 67 34 104
张三72 57 98 87 80 242
张三66 47 60 4 37 111
张三54 24 87 89 66 200
张三38 95 46 24 55 165
张三11 35 97 42 58 174
张三56 9 17 89 38 115
张三21 84 91 97 90 272
张三92 68 97 83 82 248
张三79 83 24 21 42 128
张三24 89 53 91 77 233
张三62 81 23 25 43 129
张三42 72 71 30 57 173
张三54 45 52 15 37 112
张三91 52 88 3 47 143
张三19 29 49 37 38 115
张三24 8 97 94 66 199
张三26 57 15 35 35 107
张三5 68 14 5 29 87
张三54 94 96 65 85 255
张三84 97 45 1 47 143
张三40 1 80 21 34 102
张三36 67 25 45 45 137
张三47 79 15 59 51 153
张三35 36 96 94 75 226
张三59 47 9 47 34 103
张三7 99 48 21 56 168
张三42 30 63 51 48 144
张三80 73 48 79 66 200
张三12 28 69 54 50 151
张三21 40 29 4 24 73
张三9 2 48 68 39 118
张三46 57 4 46 35 107
张三71 6 32 67 35 105
张三19 2 36 62 33 100
张三47 35 1 72 36 108
张三91 20 86 11 39 117
张三1 78 27 54 53 159
张三42 90 5 33 42 128
张三95 98 9 45 50 152
张三24 23 43 22 29 88
张三44 69 73 60 67 202
张三25 61 6 89 52 156
张三97 45 78 87 70 210
张三90 40 75 3 39 118
张三76 55 70 82 69 207
张三84 36 55 53 48 144
张三73 26 51 81 52 158
张三71 9 47 55 37 111
张三1 88 73 28 63 189
张三47 7 36 12 18 55
张三38 24 58 60 47 142
张三56 9 39 89 45 137
张三13 50 20 11 27 81
张三72 99 83 74 85 256
张三27 47 29 33 36 109
张三24 17 69 25 37 111
张三97 90 46 25 53 161
张三7 27 66 29 40 122
张三77 28 25 32 28 85
张三94 86 48 22 52 156
张三97 14 46 59 39 119
张三45 14 34 50 32 98
张三5 3 42 1 15 46
张三90 1 28 67 32 96
张三24 50 27 92 56 169
张三13 95 60 95 83 250
张三48 87 33 13 44 133
张三76 58 64 0 40 122
张三37 54 15 29 32 98
张三59 85 52 56 64 193
张三98 18 95 33 48 146
张三1 22 74 1 32 97
张三49 5 38 16 19 59
张三74 36 64 5 35 105
张三1 19 83 99 67 201
张三15 5 21 7 11 33
张三20 41 76 91 69 208
张三9 52 66 89 69 207
张三45 16 86 57 53 159
张三97 26 80 94 66 200
张三70 77 84 20 60 181
张三34 4 17 14 11 35
张三19 70 25 13 36 108
张三53 88 35 87 70 210
张三78 64 71 71 68 206
张三81 88 1 93 60 182
张三59 76 22 34 44 132
张三28 41 59 40 46 140
张三3 35 71 69 58 175
张三38 95 64 71 76 230
张三59 70 82 72 74 224
张三83 62 26 37 41 125
张三87 91 58 84 77 233
张三26 20 11 15 15 46
张三80 3 55 36 31 94
张三90 12 3 69 28 84
张三89 72 53 11 45 136
张三20 80 9 87 58 176
张三15 24 2 82 36 108
张三94 22 75 28 41 125
张三90 66 78 76 73 220
张三61 75 43 76 64 194
张三56 30 46 56 44 132
张三82 48 51 79 59 178
张三33 10 2 35 15 47
张三10 59 85 20 54 164
张三14 24 32 54 36 110
张三36 61 4 51 38 116
张三41 24 32 0 18 56
张三92 52 16 78 48 146
张三45 41 57 34 44 132
张三82 2 84 97 61 183
张三58 34 99 57 63 190
张三79 54 55 96 68 205
张三26 82 22 45 49 149
张三18 67 77 85 76 229
张三78 35 87 14 45 136
张三67 16 41 26 27 83
张三40 18 56 11 28 85
张三56 70 34 56 53 160
张三93 43 57 33 44 133
张三96 6 30 40 25 76
张三8 96 49 26 57 171
张三24 30 33 98 53 161
张三24 76 13 5 31 94
张三51 23 44 84 50 151
张三29 19 65 11 31 95
张三92 26 32 9 22 67
张三81 35 65 94 64 194
张三19 20 23 45 29 88
张三70 33 67 75 58 175
张三58 89 37 61 62 187
张三1 16 35 37 29 88
张三23 64 38 48 50 150
张三66 76 16 45 45 137
张三54 64 71 58 64 193
张三14 11 56 6 24 73
张三6 15 14 63 30 92
张三63 45 85 95 75 225
张三13 95 59 97 83 251
张三86 43 18 25 28 86
张三3 35 0 50 28 85
张三78 20 44 43 35 107
张三61 86 1 15 34 102
张三94 2 3 57 20 62
张三53 13 56 12 27 81
张三98 3 66 53 40 122
张三63 96 80 50 75 226
张三76 0 73 34 35 107
张三3 34 87 84 68 205
张三95 26 98 2 42 126
张三97 95 41 81 72 217
张三14 31 40 69 46 140
张三56 46 91 24 53 161
张三84 60 55 51 55 166
张三85 59 18 83 53 160
张三88 57 91 1 49 149
张三2 85 64 55 68 204
张三97 95 80 76 83 251
张三44 30 24 58 37 112
张三69 88 2 32 40 122
张三99 90 3 1 31 94
张三96 35 28 15 26 78
张三1 8 86 93 62 187
张三80 2 98 85 61 185
张三43 79 73 63 71 215
张三0 47 9 70 42 126
张三30 14 60 79 51 153
张三92 41 1 66 36 108
张三69 20 84 9 37 113
张三63 31 67 17 38 115
张三45 84 69 63 72 216
张三99 61 37 39 45 137
张三61 50 13 95 52 158
张三53 47 8 79 44 134
张三20 32 33 67 44 132
张三14 59 16 7 27 82
张三88 1 42 93 45 136
张三87 64 65 10 46 139
张三63 42 25 28 31 95
张三53 40 76 11 42 127
张三35 69 50 60 59 179
张三69 56 18 36 36 110
张三17 36 11 17 21 64
张三42 75 12 21 36 108
张三80 91 12 12 38 115
张三81 31 47 4 27 82
张三23 62 20 72 51 154
张三6 92 43 64 66 199
张三57 65 54 35 51 154
张三78 3 38 96 45 137
张三94 69 94 7 56 170
张三78 62 89 32 61 183
张三59 76 13 5 31 94
张三37 94 24 50 56 168
张三66 90 77 47 71 214
张三2 14 77 28 39 119
张三38 71 60 45 58 176
张三6 86 85 39 70 210
张三52 19 75 26 40 120
张三47 42 49 93 61 184
张三39 30 17 84 43 131
张三14 94 69 64 75 227
张三73 0 57 20 25 77
张三12 58 14 72 48 144
张三30 96 49 63 69 208
张三75 96 86 1 61 183
张三99 98 34 37 56 169
张三57 14 90 64 56 168
张三72 96 46 39 60 181
张三55 83 15 64 54 162
张三57 91 65 44 66 200
张三5 81 94 3 59 178
张三77 22 66 36 41 124
张三35 64 89 26 59 179
张三57 42 54 56 50 152
张三86 8 26 28 20 62
张三12 0 95 89 61 184
张三31 91 85 43 73 219
张三83 94 73 51 72 218
张三45 12 93 87 64 192
张三90 23 46 41 36 110
张三16 41 1 49 30 91
张三97 39 65 61 55 165
张三90 70 33 25 42 128
张三3 76 82 36 64 194
张三99 12 38 54 34 104
张三14 17 82 75 58 174
张三13 39 79 3 40 121
张三48 13 82 55 50 150
张三4 89 55 0 48 144
张三89 83 5 26 38 114
张三38 66 19 12 32 97
张三89 35 21 58 38 114
张三2 12 49 33 31 94
张三74 7 94 93 64 194
张三54 36 96 11 47 143
张三19 17 5 62 28 84
张三49 14 94 31 46 139
张三88 48 17 78 47 143
张三70 10 14 53 25 77
张三53 39 13 26 26 78
张三78 70 8 41 39 119
张三50 44 19 3 22 66
张三51 98 69 52 73 219
张三18 65 96 78 79 239
张三89 9 85 76 56 170
张三38 94 63 81 79 238
张三83 22 95 25 47 142
张三81 18 79 39 45 136
张三1 38 47 27 37 112
张三4 51 7 11 23 69
张三18 15 37 75 42 127
张三73 16 24 0 13 40
张三2 32 63 26 40 121
张三7 95 64 41 66 200
张三41 9 28 58 31 95
张三47 98 99 89 95 286
张三52 29 90 26 48 145
张三19 37 94 58 63 189
张三25 62 10 81 51 153
张三33 5 2 89 32 96
张三91 2 85 36 41 123
张三37 87 71 44 67 202
张三7 69 40 93 67 202
张三28 61 91 52 68 204
张三4 27 28 71 42 126
张三69 60 91 61 70 212
张三45 17 54 99 56 170
张三86 8 74 64 48 146
张三81 27 25 55 35 107
张三31 48 52 7 35 107
张三5 22 10 71 34 103
张三39 31 3 1 11 35
张三41 23 22 39 28 84
张三13 21 78 87 62 186
张三24 7 91 83 60 181
张三16 46 26 35 35 107
张三50 50 88 78 72 216
张三58 2 10 67 26 79
张三3 66 90 41 65 197
张三99 79 42 43 54 164
张三98 83 27 17 42 127
张三11 73 42 44 53 159
张三79 71 41 38 50 150
张三73 1 19 51 23 71
张三79 27 44 32 34 103
张三82 44 27 88 53 159
张三23 58 51 0 36 109
张三15 61 16 88 55 165
张三24 26 44 93 54 163
张三71 65 25 7 32 97
张三20 59 70 65 64 194
张三75 66 55 77 66 198
张三36 23 92 73 62 188
张三20 94 25 89 69 208
张三76 17 53 48 39 118
张三97 72 11 34 39 117
张三79 43 95 76 71 214
张三17 7 4 58 23 69
张三99 44 76 38 52 158
张三33 11 52 99 54 162
张三75 36 53 21 36 110
张三26 73 63 8 48 144
张三19 59 36 82 59 177
张三95 33 86 82 67 201
张三44 30 27 36 31 93
张三80 58 99 59 72 216
张三77 71 99 2 57 172
张三1 85 66 45 65 196
张三63 50 79 13 47 142
张三91 5 52 82 46 139
张三44 48 43 99 63 190
张三61 0 98 79 59 177
张三62 50 32 72 51 154
张三22 41 95 49 61 185
张三26 21 46 92 53 159
张三52 33 16 41 30 90
张三38 6 92 84 60 182
张三81 49 93 55 65 197
张三84 79 64 38 60 181
张三38 95 48 75 72 218
张三9 22 2 6 10 30
张三76 84 3 61 49 148
张三47 4 57 89 50 150
张三76 43 52 87 60 182
张三83 2 49 71 40 122
张三90 46 49 11 35 106
张三46 85 6 37 42 128
张三70 65 53 17 45 135
张三77 31 5 96 44 132
张三16 88 35 69 64 192
张三22 80 78 87 81 245
张三7 19 35 57 37 111
张三32 20 28 41 29 89
张三19 98 33 32 54 163
张三75 62 83 22 55 167
张三43 70 47 65 60 182
张三97 66 85 83 78 234
张三51 8 8 60 25 76
张三80 1 75 96 57 172
张三73 77 52 28 52 157
张三97 71 44 49 54 164
张三90 73 24 83 60 180
张三37 33 45 17 31 95
张三46 86 1 24 37 111
张三74 79 87 56 74 222
张三43 78 75 27 60 180
张三99 75 64 63 67 202
张三70 63 46 28 45 137
张三19 71 86 15 57 172
张三68 27 11 14 17 52
张三26 19 14 79 37 112
张三57 41 72 17 43 130
张三59 75 9 43 42 127
张三53 45 78 88 70 211
张三23 67 66 20 51 153
张三61 3 79 19 33 101
张三51 42 80 32 51 154
张三24 64 59 1 41 124
张三0 53 56 61 56 170
张三57 76 75 66 72 217
张三31 25 77 31 44 133
张三7 35 27 38 33 100
张三15 9 93 61 54 163
张三6 72 19 90 60 181
张三58 35 79 91 68 205
张三14 7 98 98 67 203
张三42 6 78 96 60 180
张三69 25 81 13 39 119
张三21 97 48 9 51 154
张三91 44 2 11 19 57
张三23 48 52 37 45 137
张三6 90 47 91 76 228
张三45 78 73 42 64 193
张三85 3 43 20 22 66
张三42 43 46 8 32 97
张三18 26 40 53 39 119
张三49 23 32 29 28 84
张三71 52 87 83 74 222
张三82 15 77 81 57 173
张三82 45 93 82 73 220
张三12 54 31 68 51 153
张三7 50 33 55 46 138
张三9 5 30 52 29 87
张三22 53 29 4 28 86
张三90 84 49 7 46 140
张三37 64 18 86 56 168
张三33 11 90 57 52 158
张三75 39 98 10 49 147
张三32 95 64 93 84 252
张三29 51 99 93 81 243
张三2 12 71 69 50 152
张三99 76 23 91 63 190
张三63 22 96 33 50 151
张三67 73 68 57 66 198
张三69 33 79 32 48 144
张三69 57 98 8 54 163
张三53 11 12 10 11 33
张三62 87 53 87 75 227
张三93 97 80 77 84 254
张三12 45 97 65 69 207
张三52 78 57 17 50 152
张三29 53 46 10 36 109
张三12 15 6 77 32 98
张三41 64 35 26 41 125
张三25 39 56 39 44 134
张三82 26 9 33 22 68
张三50 60 56 80 65 196
张三24 97 42 37 58 176
张三39 50 24 57 43 131
张三93 70 27 27 41 124
张三3 91 41 86 72 218
张三41 29 90 81 66 200
张三57 12 60 2 24 74
张三65 46 20 80 48 146
张三47 47 28 2 25 77
张三91 92 21 47 53 160
张三79 85 47 27 53 159
张三77 26 9 80 38 115
张三30 96 18 31 48 145
张三84 66 45 32 47 143
张三94 66 32 32 43 130
张三39 86 47 61 64 194
张三95 58 28 53 46 139
张三74 70 32 50 50 152
张三82 86 14 1 33 101
张三17 20 91 78 63 189
张三72 78 14 31 41 123
张三83 11 69 83 54 163
张三18 59 13 0 24 72
张三71 29 50 52 43 131
张三8 76 85 11 57 172
张三73 34 17 32 27 83
张三33 53 47 87 62 187
张三60 41 71 37 49 149
张三71 44 64 50 52 158
张三94 15 29 11 18 55
